UID,health_impact,name
mineria-de-oro-frisco-de-c-slim-en-tetela-de-ocampo-mexico,,"Violence related health impacts (homicides, rape, etc..) "
mineria-de-oro-frisco-de-c-slim-en-tetela-de-ocampo-mexico,,Occupational disease and accidents
didipio-gold-and-copper-mine-nueva-vizcaya-philippines,,"Mental problems including stress, depression and suicide"
didipio-gold-and-copper-mine-nueva-vizcaya-philippines,,"Violence related health impacts (homicides, rape, etc..) "
didipio-gold-and-copper-mine-nueva-vizcaya-philippines,,"Health problems related to alcoholism, prostitution"
sasol-and-others-heavily-pollute-the-vaal-river-and-the-air-across-mpumalanga-south-africa,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sasol-and-others-heavily-pollute-the-vaal-river-and-the-air-across-mpumalanga-south-africa,,Occupational disease and accidents
sasol-and-others-heavily-pollute-the-vaal-river-and-the-air-across-mpumalanga-south-africa,,Other Health impacts
sasol-and-others-heavily-pollute-the-vaal-river-and-the-air-across-mpumalanga-south-africa,,Deaths
chemical-industry-in-flix-tarragona-spain,,Infectious diseases
chemical-industry-in-flix-tarragona-spain,,Deaths
chemical-industry-in-flix-tarragona-spain,,Accidents
chemical-industry-in-flix-tarragona-spain,,Other environmental related diseases
chemical-industry-in-flix-tarragona-spain,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,,Malnutrition
pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,,"Mental problems including stress, depression and suicide"
pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,,Occupational disease and accidents
pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,,Infectious diseases
pdvsa-y-escasez-de-agua-en-san-diego-de-cabrutica,,Deaths
land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,,"Mental problems including stress, depression and suicide"
land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,,Other environmental related diseases
land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,,Malnutrition
land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,,"Violence related health impacts (homicides, rape, etc..) "
land-grabbing-and-tiaa-pension-fund-speculation-in-maranhao-and-piaui-brazil,,"Health problems related to alcoholism, prostitution"
construccion-de-torres-electricas-en-parques-naturales-barbas-bremen-y-la-marcada-colombia,,Accidents
construccion-de-torres-electricas-en-parques-naturales-barbas-bremen-y-la-marcada-colombia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
construccion-de-torres-electricas-en-parques-naturales-barbas-bremen-y-la-marcada-colombia,,"Mental problems including stress, depression and suicide"
construccion-de-torres-electricas-en-parques-naturales-barbas-bremen-y-la-marcada-colombia,,Other environmental related diseases
jaypee-cement-plant-in-hp-india,,Deaths
jaypee-cement-plant-in-hp-india,,Other Health impacts
order-81s-effect-on-agriculture,,Other Health impacts
order-81s-effect-on-agriculture,,Malnutrition
azura-edo-independent-power-project-impacts-community-people-in-edo-state,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,,"Violence related health impacts (homicides, rape, etc..) "
mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,,Other environmental related diseases
mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,,Accidents
mina-de-grupo-mexico-en-el-valle-de-los-cirios-baja-california-mexico,,"Health problems related to alcoholism, prostitution"
stewart-air-national-guard-base-pfa-contamination-of-city-of-newburghs-primary-water-source-washington-lake,,Infectious diseases
stewart-air-national-guard-base-pfa-contamination-of-city-of-newburghs-primary-water-source-washington-lake,,Other environmental related diseases
stewart-air-national-guard-base-pfa-contamination-of-city-of-newburghs-primary-water-source-washington-lake,,Other Health impacts
bhopal-gas-tragedy-india,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
bhopal-gas-tragedy-india,,Malnutrition
bhopal-gas-tragedy-india,,"Violence related health impacts (homicides, rape, etc..) "
bhopal-gas-tragedy-india,,Occupational disease and accidents
bhopal-gas-tragedy-india,,Infectious diseases
bhopal-gas-tragedy-india,,Deaths
bhopal-gas-tragedy-india,,Accidents
bhopal-gas-tragedy-india,,"Mental problems including stress, depression and suicide"
bhopal-gas-tragedy-india,,"Health problems related to alcoholism, prostitution"
bhopal-gas-tragedy-india,,Other environmental related diseases
sompeta-power-plant,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
sompeta-power-plant,,Malnutrition
sompeta-power-plant,,"Mental problems including stress, depression and suicide"
sompeta-power-plant,,Infectious diseases
sompeta-power-plant,,Other environmental related diseases
illegal-sand-mining-in-the-chakki-riverbed-himachal-pradesh,,Other Health impacts
illegal-sand-mining-in-the-chakki-riverbed-himachal-pradesh,,Deaths
keystone-xl-in-nebraska,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
keystone-xl-in-nebraska,,"Mental problems including stress, depression and suicide"
jalaur-river-mega-dam-project-philippines,,"Mental problems including stress, depression and suicide"
jalaur-river-mega-dam-project-philippines,,Malnutrition
jalaur-river-mega-dam-project-philippines,,"Violence related health impacts (homicides, rape, etc..) "
jalaur-river-mega-dam-project-philippines,,"Health problems related to alcoholism, prostitution"
jalaur-river-mega-dam-project-philippines,,Infectious diseases
nemmeli-desalination-plant,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
nemmeli-desalination-plant,,"Mental problems including stress, depression and suicide"
nemmeli-desalination-plant,,Occupational disease and accidents
nemmeli-desalination-plant,,Other Health impacts
nemmeli-desalination-plant,,Accidents
nemmeli-desalination-plant,,Deaths
nemmeli-desalination-plant,,Other environmental related diseases
tau-taa-wana-indigenous-vs-pt-ksl-oil-palm-company-sulawesi-indonesia,,Malnutrition
tau-taa-wana-indigenous-vs-pt-ksl-oil-palm-company-sulawesi-indonesia,,"Health problems related to alcoholism, prostitution"
lin-yuan-eventtaiwan,,Accidents
lin-yuan-eventtaiwan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
lin-yuan-eventtaiwan,,Infectious diseases
lin-yuan-eventtaiwan,,Occupational disease and accidents
lin-yuan-eventtaiwan,,Other Health impacts
yaigoje-apaporis,,Accidents
yaigoje-apaporis,,Malnutrition
yaigoje-apaporis,,"Mental problems including stress, depression and suicide"
yaigoje-apaporis,,"Violence related health impacts (homicides, rape, etc..) "
yaigoje-apaporis,,"Health problems related to alcoholism, prostitution"
yaigoje-apaporis,,Occupational disease and accidents
yaigoje-apaporis,,Infectious diseases
yaigoje-apaporis,,Deaths
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,,"Mental problems including stress, depression and suicide"
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,,Accidents
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,,"Violence related health impacts (homicides, rape, etc..) "
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,,"Health problems related to alcoholism, prostitution"
cobre-en-el-valle-de-putaendo-proyecto-vizcachitas,,Occupational disease and accidents
dojura-choco-colombia,,Accidents
dojura-choco-colombia,,Malnutrition
shingle-mountain,,"Mental problems including stress, depression and suicide"
shingle-mountain,,Other Health impacts
shingle-mountain,,Other environmental related diseases
reforestation-by-fondation-seguin-in-haiti,,"Violence related health impacts (homicides, rape, etc..) "
reforestation-by-fondation-seguin-in-haiti,,Deaths
reforestation-by-fondation-seguin-in-haiti,,Other environmental related diseases
marmara-lake-endangered-ecosystem-turkey,,Infectious diseases
marmara-lake-endangered-ecosystem-turkey,,Other environmental related diseases
chumbivilcas-against-hudbay-peru,,Other environmental related diseases
chumbivilcas-against-hudbay-peru,,Other Health impacts
chumbivilcas-against-hudbay-peru,,Accidents
chumbivilcas-against-hudbay-peru,,Malnutrition
chumbivilcas-against-hudbay-peru,,"Mental problems including stress, depression and suicide"
chumbivilcas-against-hudbay-peru,,"Violence related health impacts (homicides, rape, etc..) "
chumbivilcas-against-hudbay-peru,,"Health problems related to alcoholism, prostitution"
chumbivilcas-against-hudbay-peru,,Occupational disease and accidents
chumbivilcas-against-hudbay-peru,,Infectious diseases
chumbivilcas-against-hudbay-peru,,Deaths
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,,Malnutrition
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,,"Violence related health impacts (homicides, rape, etc..) "
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,,"Mental problems including stress, depression and suicide"
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,,"Health problems related to alcoholism, prostitution"
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,,Deaths
presa-las-cruces-nayarit-afectacion-de-pueblos-coras-o-nayeri,,Other environmental related diseases
frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,,Accidents
frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,,Occupational disease and accidents
frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,,"Mental problems including stress, depression and suicide"
frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,,"Violence related health impacts (homicides, rape, etc..) "
frances-double-jeux-of-destabilization-and-militarization-in-malis-oil-rich-taoudeni-bassin,,Deaths
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,,Malnutrition
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,,"Mental problems including stress, depression and suicide"
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,,Infectious diseases
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,,"Violence related health impacts (homicides, rape, etc..) "
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,,Other Health impacts
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,,Occupational disease and accidents
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,,Deaths
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,,Accidents
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,,Malnutrition
planned-shell-ultra-city-in-johannesburg-south-africa,,"Mental problems including stress, depression and suicide"
planned-shell-ultra-city-in-johannesburg-south-africa,,Accidents
giza-north-power-plant-egypt,,Accidents
hydrocarbon-extraction-by-oil-and-natural-gas-corporation-ongc-kathiramnagalam-tamil-nadu,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
hydrocarbon-extraction-by-oil-and-natural-gas-corporation-ongc-kathiramnagalam-tamil-nadu,,Other environmental related diseases
the-farm-of-a-thousand-cows,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
the-farm-of-a-thousand-cows,,Malnutrition
the-farm-of-a-thousand-cows,,Infectious diseases
proyecto-turistico-nuevo-vallarta-mexico,,"Violence related health impacts (homicides, rape, etc..) "
proyecto-turistico-nuevo-vallarta-mexico,,"Health problems related to alcoholism, prostitution"
proyecto-turistico-nuevo-vallarta-mexico,,Accidents
rancho-seco-nuclear-generating-station,,Deaths
rancho-seco-nuclear-generating-station,,Occupational disease and accidents
rancho-seco-nuclear-generating-station,,Accidents
rancho-seco-nuclear-generating-station,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
takovo-mora,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
hanhikivi-nuclear-power-plant-pyhajoki-finland,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
dona-ines-de-collahuasi-chile,,Other environmental related diseases
hul-12-small-hydropower-project-hp-india,,Other environmental related diseases
il-nodo-ferroviario-alta-velocita-di-firenze,,Other environmental related diseases
el-trasvase-de-las-aguas-del-lago-de-valencia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
el-trasvase-de-las-aguas-del-lago-de-valencia,,Infectious diseases
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,,Malnutrition
namibia-agriculture-and-renewables-caparo-farming-project-in-caprivini-namibia,,Other environmental related diseases
mauritanias-offshore-oil-production,,Accidents
mauritanias-offshore-oil-production,,Occupational disease and accidents
mauritanias-offshore-oil-production,,Deaths
mauritanias-offshore-oil-production,,Other environmental related diseases
mauritanias-offshore-oil-production,,"Violence related health impacts (homicides, rape, etc..) "
